,id,FILING-DATE,CIK,CONFORMED-NAME,type,ASSIGNED-SIC,CITY,STATE,ZIP,filing-year,10k-min-year
597,13607635,2020-06-22,1307579,LIQTECH INTERNATIONAL INC,S-1,3590.0,BALLERUP,G7,DK-2750,2020,2020.0
599,13607677,2020-06-22,1680581,"Fulcrum Therapeutics, Inc.",S-1,2834.0,CAMBRIDGE,MA,02139,2020,2020.0
600,13607934,2020-06-22,1781755,"BRP Group, Inc.",S-1,6411.0,TAMPA,FL,33607,2020,2020.0
602,13605408,2020-06-19,1661460,"Poseida Therapeutics, Inc.",S-1,2836.0,SAN DIEGO,CA,92121,2020,
603,13605921,2020-06-19,1787400,"Nkarta, Inc.",S-1,2834.0,SOUTH SAN FRANCISCO,CA,94080,2020,
604,13604921,2020-06-19,1728328,InMed Pharmaceuticals Inc.,S-1,2834.0,VANCOUVER,A1,V6C 1B4,2020,
605,13606248,2020-06-19,1808483,Merit Life Insurance Co.,S-1,6311.0,SHELTON,CT,06484,2020,
608,13605244,2020-06-19,1596961,"RumbleON, Inc.",S-1,7371.0,IRVING,TX,75038,2020,2020.0
611,13606290,2020-06-19,1653821,CEN BIOTECH INC,S-1,2834.0,WINDSOR,A6,N8T 1G2,2020,2020.0
612,13606038,2020-06-19,1801754,"Trean Insurance Group, Inc.",S-1,6331.0,WAYZATA,MN,55391,2020,
613,13605299,2020-06-19,1768910,Greencity Acquisition Corp,S-1,6770.0,PUDONG DISTRICT,F4,20000,2020,
616,13605837,2020-06-19,1451448,"ESPORTS ENTERTAINMENT GROUP, INC.",S-1,7900.0,BIRKIRKARA,O1,BKR 9077,2020,
618,13605858,2020-06-19,1496443,"Paysign, Inc.",S-1,7389.0,HENDERSON,NV,89012,2020,2020.0
620,13605113,2020-06-19,320017,"CALADRIUS BIOSCIENCES, INC.",S-1,8090.0,BASKING RIDGE,NJ,07920,2020,2020.0
621,13605625,2020-06-19,1808220,"GoHealth, Inc.",S-1,6411.0,CHICAGO,IL,60654,2020,
622,13603595,2020-06-18,879682,"VIVEVE MEDICAL, INC.",S-1,3845.0,ENGLEWOOD,CO,80112,2020,2020.0
623,13603863,2020-06-18,879682,"VIVEVE MEDICAL, INC.",S-1,3845.0,ENGLEWOOD,CO,80112,2020,2020.0
624,13603388,2020-06-18,1684144,Zomedica Pharmaceuticals Corp.,S-1,2834.0,ANN ARBOR,MI,48108,2020,2020.0
625,13603725,2020-06-18,1475115,"Eventbrite, Inc.",S-1,7370.0,SAN FRANCISCO,CA,94103,2020,2020.0
627,13603533,2020-06-18,1810546,"Eastern Bankshares, Inc.",S-1,6035.0,BOSTON,MA,02110,2020,
630,13600527,2020-06-17,1760903,"Jupiter Wellness, Inc.",S-1,2844.0,JUPITER,FL,33458,2020,
631,13601342,2020-06-17,1697834,"Stem Holdings, Inc.",S-1,6500.0,BOCA RATON,FL,33431,2020,2020.0
635,13599596,2020-06-16,1446159,Predictive Oncology Inc.,S-1,3842.0,EAGAN,MN,55121,2020,2020.0
636,13598585,2020-06-16,1772757,DraftKings Inc.,S-1,7990.0,BOSTON,MA,02116,2020,2020.0
637,13598336,2020-06-16,1679063,"Chicken Soup for the Soul Entertainment, Inc.",S-1,7819.0,COS COB,CT,06807,2020,2020.0
638,13598643,2020-06-16,1679063,"Chicken Soup for the Soul Entertainment, Inc.",S-1,7819.0,COS COB,CT,06807,2020,2020.0
643,13599957,2020-06-16,1800227,"IAC Holdings, Inc.",S-1,5990.0,NEW YORK,NY,10011,2020,
645,13597712,2020-06-15,1059784,GENEREX BIOTECHNOLOGY CORP,S-1,2834.0,MIRAMAR,FL,33025,2020,
650,13595721,2020-06-15,1293310,"HUMANIGEN, INC",S-1,2834.0,BURLINGAME,CA,94010,2020,2020.0
660,13597599,2020-06-15,1811764,Therapeutics Acquisition Corp.,S-1,6770.0,BOSTON,MA,02116,2020,
662,13595830,2020-06-15,1731289,Nikola Corp,S-1,3711.0,PHOENIX,AZ,85040,2020,2020.0
663,13595854,2020-06-15,1661053,"Hancock Jaffe Laboratories, Inc.",S-1,3841.0,IRVINE,CA,92618,2020,2020.0
664,13598163,2020-06-15,941685,IMAGEWARE SYSTEMS INC,S-1,7372.0,SAN DIEGO,CA,92128,2020,2020.0
665,13598187,2020-06-15,1506928,Avinger Inc,S-1,3841.0,REDWOOD CITY,CA,94063,2020,2020.0
667,13595140,2020-06-12,1811978,Bitcoin Commodity Trust,S-1,,NEW YORK,NY,10016,2020,
668,13594898,2020-06-12,27093,U.S. GOLD CORP.,S-1,1000.0,ELKO,NV,89801,2020,2020.0
670,13594967,2020-06-12,1378140,"Ocean Power Technologies, Inc.",S-1,4911.0,MONROE TOWNSHIP,NJ,08831,2020,2020.0
672,13594985,2020-06-12,1443611,SinglePoint Inc.,S-1,5960.0,PHOENIX,AZ,85018,2020,2020.0
673,13595241,2020-06-12,1811063,Panacea Acquisition Corp,S-1,6770.0,SAN FRANCISCO,CA,94103,2020,
677,13594021,2020-06-12,1797099,PTK Acquisition Corp.,S-1,6770.0,BOSTON,MA,02210,2020,
679,13594540,2020-06-12,1813744,"World Scan Project, Inc.",S-1,,"SHINJUKU-KU, TOKYO",M0,162-0051,2020,
685,13592276,2020-06-11,1809987,GS Acquisition Holdings Corp II,S-1,6770.0,NEW YORK,NY,10282,2020,
687,13592542,2020-06-11,1805087,CAPSTAR SPECIAL PURPOSE ACQUISITION CORP.,S-1,6770.0,AUSTIN,TX,78701,2020,
689,13593598,2020-06-11,1467761,"Zoom Telephonics, Inc.",S-1,3661.0,BOSTON,MA,02110,2020,2020.0
691,13588818,2020-06-10,1604868,GrowGeneration Corp.,S-1,5200.0,DENVER,CO,80204,2020,2020.0
695,13588488,2020-06-09,1566610,"Verb Technology Company, Inc.",S-1,7200.0,NEWPORT BEACH,CA,92663,2020,2020.0
697,13587238,2020-06-09,1811414,Kensington Capital Acquisition Corp.,S-1,6770.0,WESTBURY,NY,11590,2020,
703,13587111,2020-06-09,1799208,"Dun & Bradstreet Holdings, Inc.",S-1,7320.0,SHORT HILLS,NJ,07078,2020,
704,13587137,2020-06-09,881524,VIVUS INC,S-1,2834.0,CAMPBELL,CA,95008,2020,2020.0
705,13587653,2020-06-09,1451809,SITIME Corp,S-1,3674.0,SANTA CLARA,CA,95054,2020,2020.0
707,13587442,2020-06-09,1705012,"Fat Brands, Inc",S-1,5812.0,BEVERLY HILLS,CA,90212,2020,2020.0
710,13586195,2020-06-08,1704795,"Bantec, Inc.",S-1,3721.0,LITTLE FALLS,NJ,07424,2020,2020.0
711,13584411,2020-06-08,1807846,Fusion Acquisition Corp.,S-1,6770.0,NEW YORK,NY,10152,2020,
713,13584443,2020-06-08,881524,VIVUS INC,S-1,2834.0,CAMPBELL,CA,95008,2020,2020.0
714,13584996,2020-06-08,1691421,"Lemonade, Inc.",S-1,6331.0,NEW YORK,NY,10004,2020,
718,13584783,2020-06-08,1632081,"HOMETOWN INTERNATIONAL, INC.",S-1,5412.0,WOODSTOWN,NJ,08098,2020,2020.0
719,13584282,2020-06-08,1786352,"Bill.com Holdings, Inc.",S-1,7372.0,PALO ALTO,CA,94303,2020,
721,13585849,2020-06-08,1796949,"Healthcare Business Resources, Inc.",S-1,,NASHVILLE,TN,37204,2020,
722,13586123,2020-06-08,1719489,"Kaleyra, Inc.",S-1,7374.0,MILAN,L6,94303,2020,2020.0
725,13583364,2020-06-05,1734551,"ArcherDX, Inc.",S-1,2835.0,BOULDER,CO,80301,2020,
728,13583149,2020-06-05,949858,"ACHIEVE LIFE SCIENCES, INC.",S-1,2835.0,SEATTLE,WA,98101,2020,2020.0
731,13581442,2020-06-05,1702388,"Father Time, Inc.",S-1,7372.0,WASHINGTON,DC,20016,2020,
733,13583246,2020-06-05,1413488,"CANNABIS GLOBAL, INC.",S-1,2836.0,LOS ANGELES,CA,90071,2020,
735,13584029,2020-06-05,1638381,Intec Pharma Ltd.,S-1,2834.0,JERUSALEM,L3,777512,2020,2020.0
736,13583273,2020-06-05,1805890,Fusion Pharmaceuticals Inc.,S-1,2836.0,HAMILTON,A6,L8P 0A6,2020,
737,13581741,2020-06-05,1506251,"Citius Pharmaceuticals, Inc.",S-1,2834.0,CRANFORD,NJ,07016,2020,
738,13582548,2020-06-05,1722271,"Akouos, Inc.",S-1,2834.0,BOSTON,MA,02210,2020,
739,13581536,2020-06-05,1140102,"HireQuest, Inc.",S-1,7363.0,GOOSE CREEK,SC,29445,2020,2020.0
744,13578290,2020-06-03,1348362,Lexaria Bioscience Corp.,S-1,1000.0,KELOWNA,A1,V1X 2P7,2020,
746,13576347,2020-06-03,811240,"BIOLASE, INC",S-1,3843.0,IRVINE,CA,92618,2020,2020.0
747,13577902,2020-06-03,810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",S-1,2835.0,DUBLIN,OH,43017,2020,2020.0
753,13575514,2020-06-02,1796160,QMIS TBS Capital Group Corp.,S-1,,FLUSHING,NY,11354,2020,
756,13575056,2020-06-02,1178697,SONIM TECHNOLOGIES INC,S-1,3661.0,AUSTIN,TX,78746,2020,2020.0
757,13575584,2020-06-02,1413119,"Kraig Biocraft Laboratories, Inc",S-1,2820.0,ANN ARBOR,MI,48104,2020,2020.0
761,13574101,2020-06-02,1715768,"Transphorm, Inc.",S-1,3674.0,GOLETA,CA,93117,2020,
767,13572903,2020-06-01,1805833,Trebia Acquisition Corp.,S-1,6770.0,NEW YORK,NY,10010,2020,
771,13570130,2020-06-01,1773383,"Dynatrace, Inc.",S-1,7372.0,WALTHAM,MA,02451,2020,2020.0
779,13571282,2020-06-01,1764046,CLARIVATE Plc,S-1,7374.0,PHILADELPHIA,PA,19130,2020,2020.0
783,13570028,2020-06-01,839470,"WESTWATER RESOURCES, INC.",S-1,1000.0,CENTENNIAL,CO,80112,2020,2020.0
788,13560850,2020-05-29,1053691,Diffusion Pharmaceuticals Inc.,S-1,2834.0,CHARLOTTESVILLE,VA,22902,2020,2020.0
792,13563941,2020-05-29,1506492,"CHF Solutions, Inc.",S-1,3845.0,EDEN PRAIRIE,MN,55344,2020,2020.0
801,13563995,2020-05-29,1808158,Repare Therapeutics Inc.,S-1,2834.0,ST-LAURENT,A8,H4S 2A1,2020,
805,13564272,2020-05-29,1390478,"SELLAS Life Sciences Group, Inc.",S-1,2834.0,NEW YORK,NY,10018,2020,2020.0
816,13571495,2020-05-29,1799788,"Greenwich LifeSciences, Inc.",S-1,2834.0,SUGAR LAND,TX,77479,2020,
830,13561853,2020-05-29,1538927,"Forma Therapeutics Holdings, Inc.,",S-1,2836.0,WATERTOWN,MA,02472,2020,
860,13559502,2020-05-27,1580063,"PROGENITY, INC.",S-1,8071.0,SAN DIEGO,CA,92122,2020,
865,13555480,2020-05-26,1720592,Repay Holdings Corp,S-1,7389.0,ATLANTA,GA,30305,2020,2020.0
867,13555010,2020-05-26,1680062,"ACM Research, Inc.",S-1,3559.0,FREMONT,CA,94539,2020,2020.0
871,13554825,2020-05-26,1734517,"Viela Bio, Inc.",S-1,2834.0,GAITHERSBURG,MD,20878,2020,2020.0
872,13555881,2020-05-26,1162283,MORGAN GROUP HOLDING CO,S-1,6200.0,RYE,NY,10580,2020,2020.0
879,13552157,2020-05-22,1733294,Generation Bio Co.,S-1,2834.0,CAMBRIDGE,MA,02142,2020,
883,13553471,2020-05-22,1213037,"Cardiff Oncology, Inc.",S-1,2836.0,SAN DIEGO,CA,92121,2020,2020.0
886,13552757,2020-05-22,1514183,"Uppercut Brands, Inc.",S-1,2300.0,TEANECK,NJ,07666,2020,2020.0
887,13552000,2020-05-22,1342958,DIGITAL ALLY INC,S-1,3663.0,LENEXA,KS,66219,2020,2020.0
888,13550730,2020-05-22,1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,S-1,3841.0,CAMBRIDGE,MA,02139,2020,2020.0
892,13553850,2020-05-22,1624512,Boxlight Corp,S-1,3861.0,LAWRENCEVILLE,GA,30043,2020,2020.0
893,13552066,2020-05-22,1802768,Royalty Pharma plc,S-1,2834.0,NEW YORK,NY,10022,2020,
895,13551326,2020-05-22,1599901,"Avidity Biosciences, Inc.",S-1,2834.0,LA JOLLA,CA,92037,2020,
900,13551099,2020-05-22,1649094,"Vaxcyte, Inc.",S-1,2836.0,FOSTER CITY,CA,94404,2020,
902,13550092,2020-05-21,1392380,"Gevo, Inc.",S-1,2860.0,ENGLEWOOD,CO,80112,2020,2020.0
907,13550131,2020-05-21,771999,DOCUMENT SECURITY SYSTEMS INC,S-1,2650.0,ROCHESTER,NY,14623,2020,2020.0
920,13549036,2020-05-21,1803901,Hudson Executive Investment Corp.,S-1,6770.0,NEW YORK,NY,10022,2020,
925,13549049,2020-05-21,1758009,Quantum Computing Inc.,S-1,7372.0,LEESBURG,VA,20175,2020,2020.0
928,13546518,2020-05-20,1357671,"Jerrick Media Holdings, Inc.",S-1,7819.0,FORT LEE,NJ,07024,2020,2020.0
933,13545663,2020-05-20,1591956,Sphere 3D Corp,S-1,7374.0,TORONTO,A6,M3C 1W3,2020,2020.0
942,13544043,2020-05-19,1805387,ARYA Sciences Acquisition Corp II,S-1,6770.0,NEW YORK,NY,10003,2020,
947,13540728,2020-05-18,1722482,"Avantor, Inc.",S-1,3826.0,RADNOR,PA,19087,2020,2020.0
948,13539966,2020-05-18,1517413,"Fastly, Inc.",S-1,7372.0,SAN FRANCISCO,CA,94107,2020,2020.0
950,13539469,2020-05-18,1580864,"Vroom, Inc.",S-1,5500.0,NEW YORK,NY,10018,2020,
952,13540272,2020-05-18,876378,"TRANSENTERIX, INC.",S-1,3841.0,MORRISVILLE,NC,27560,2020,2020.0
954,13540285,2020-05-18,1801777,Applied Molecular Transport Inc.,S-1,2834.0,SOUTH SAN FRANCISCO,CA,94080,2020,
956,13538570,2020-05-15,1811999,"FARMHOUSE, INC. /NV",S-1,,SAN FRANCISCO,CA,94103,2020,
960,13535021,2020-05-15,819050,"Brickell Biotech, Inc.",S-1,2836.0,BOULDER,CO,80301,2020,2020.0
965,13534831,2020-05-15,1405528,"United States 12 Month Oil Fund, LP",S-1,6221.0,WALNUT CREEK,CA,94596,2020,2020.0
967,13538173,2020-05-15,1794669,"Shift4 Payments, Inc.",S-1,7389.0,ALLENTOWN,PA,18109,2020,
970,13534370,2020-05-15,1803914,Mountain Crest Acquisition Corp.,S-1,6770.0,NEW YORK,NY,10036,2020,
975,13534920,2020-05-15,1389545,"NovaBay Pharmaceuticals, Inc.",S-1,2834.0,EMERYVILLE,CA,94608,2020,2020.0
981,13539029,2020-05-15,1684144,Zomedica Pharmaceuticals Corp.,S-1,2834.0,ANN ARBOR,MI,48108,2020,2020.0
1045,13526539,2020-05-13,1517681,"Propanc Biopharma, Inc.",S-1,2834.0,"CAMBERWELL, VICTORIA",C3,3124,2020,
1047,13531931,2020-05-13,1433607,"InspireMD, Inc.",S-1,3841.0,TEL AVIV,L3,6744832,2020,2020.0
1061,13524069,2020-05-12,1365916,"AMYRIS, INC.",S-1,2860.0,EMERYVILLE,CA,94608,2020,2020.0
1062,13523311,2020-05-12,1069308,Acer Therapeutics Inc.,S-1,2834.0,NEWTON,MA,02458,2020,2020.0
1068,13523394,2020-05-12,1533040,Phio Pharmaceuticals Corp.,S-1,2834.0,MARLBOROUGH,MA,01752,2020,2020.0
1070,13523411,2020-05-12,1743725,"GRID DYNAMICS HOLDINGS, INC.",S-1,7372.0,LA JOLLA,CA,92037,2020,2020.0
1072,13524706,2020-05-12,1720725,"Oyster Point Pharma, Inc.",S-1,2836.0,PRINCETON,NJ,08540,2020,2020.0
1074,13524731,2020-05-12,842013,Coro Global Inc.,S-1,7372.0,MIAMI,FL,33431,2020,2020.0
1077,13521449,2020-05-11,1633070,Axcella Health Inc.,S-1,2836.0,CAMBRIDGE,MA,02139,2020,2020.0
1080,13521027,2020-05-11,1746473,"PLIANT THERAPEUTICS, INC.",S-1,2834.0,SOUTH SAN FRANCISCO,CA,94080,2020,
1084,13521097,2020-05-11,1792581,"Kiromic Biopharma, Inc.",S-1,2836.0,HOUSTON,TX,77054,2020,
1085,13520851,2020-05-11,1679826,Ping Identity Holding Corp.,S-1,7372.0,DENVER,CO,80202,2020,2020.0
1087,13516049,2020-05-08,1279704,"Cellectar Biosciences, Inc.",S-1,2834.0,FLORHAM PARK,NJ,07932,2020,2020.0
1091,13516160,2020-05-08,1771951,Dynamic Shares Trust,S-1,6221.0,IRVINE,CA,92620,2020,
1092,13517980,2020-05-08,1809104,Foley Trasimene Acquisition Corp.,S-1,6770.0,LAS VEGAS,NV,89134,2020,
1094,13517735,2020-05-08,1435181,Pharmagreen Biotech Inc.,S-1,4581.0,COQUITLAM,A1,V3E3A2,2020,
1108,13509760,2020-05-06,1342958,DIGITAL ALLY INC,S-1,3663.0,LENEXA,KS,66219,2020,2020.0
1113,13509099,2020-05-06,1772757,DraftKings Inc.,S-1,7990.0,BOSTON,MA,02116,2020,2020.0
1116,13501201,2020-05-04,1719489,"Kaleyra, Inc.",S-1,7374.0,MILAN,L6,94303,2020,2020.0
1118,13503516,2020-05-04,1651944,"DermTech, Inc.",S-1,8071.0,LA JOLLA,CA,92037,2020,2020.0
1128,13496592,2020-05-01,1211805,"My Size, Inc.",S-1,7372.0,AIRPORT CITY,L3,7010000,2020,2020.0
1130,13498662,2020-05-01,1104038,"VerifyMe, Inc.",S-1,2890.0,ROCHESTER,NY,14604,2020,2020.0
1134,13496153,2020-05-01,1401914,"Dare Bioscience, Inc.",S-1,2834.0,SAN DIEGO,CA,92122,2020,2020.0
1137,13498235,2020-05-01,1804176,Longview Acquisition Corp.,S-1,6770.0,NEW YORK,NY,10153,2020,
1138,13495934,2020-05-01,1708341,"Allied Esports Entertainment, Inc.",S-1,7900.0,IRVINE,CA,92614,2020,2020.0
1139,13497485,2020-05-01,1811017,"EQUITABLE MINERAL & DEVELOPMENT, INC.",S-1,,SAN ANTONIO,TX,78228,2020,
1140,13500318,2020-05-01,1706946,"Virgin Galactic Holdings, Inc",S-1,4700.0,LAS CRUCES,NM,88011,2020,2020.0
1145,13495346,2020-04-30,707388,DIGIRAD CORP,S-1,3845.0,POWAY,CA,92064,2020,2020.0
1150,13495129,2020-04-30,1638911,UAS Drone Corp.,S-1,3721.0,TIRAT CARMEL,L3,3903212,2020,2020.0
1151,13494119,2020-04-30,879911,"APPLIED ENERGETICS, INC.",S-1,3812.0,TUCSON,AZ,85705,2020,2020.0
1152,13492074,2020-04-30,1590496,Aerkomm Inc.,S-1,4899.0,FREMONT,CA,94538,2020,2020.0
1167,13488260,2020-04-29,1704760,"American Virtual Cloud Technologies, Inc.",S-1,6770.0,ATLANTA,GA,30309,2020,2020.0
1170,13491087,2020-04-29,1506492,"CHF Solutions, Inc.",S-1,3845.0,EDEN PRAIRIE,MN,55344,2020,2020.0
1179,13483795,2020-04-28,1807707,Novus Capital Corp,S-1,6770.0,INDIANAPOLIS,IN,46260,2020,
1181,13482835,2020-04-28,1596062,Q BioMed Inc.,S-1,2834.0,NEW YORK,NY,10017,2020,2020.0
1184,13482861,2020-04-28,1800682,Jaws Acquisition Corp.,S-1,6770.0,MIAMI BEACH,FL,33139,2020,
1189,13482578,2020-04-27,1211805,"My Size, Inc.",S-1,7372.0,AIRPORT CITY,L3,7010000,2020,2020.0
1196,13476336,2020-04-24,1800943,"Docs, Inc.",S-1,,LAS VEGAS,NV,89113,2020,
1202,13473448,2020-04-23,1805077,B. Riley Principal Merger Corp. II,S-1,6770.0,NEW YORK,NY,10171,2020,
1204,13472592,2020-04-22,1810140,1847 Goedeker Inc.,S-1,,BALLWIN,MO,63011,2020,
1209,13470283,2020-04-21,914139,PARKERVISION INC,S-1,3663.0,JACKSONVILLE,FL,32256,2020,2020.0
1217,13467925,2020-04-20,1751143,"ATLAS TECHNICAL CONSULTANTS, INC.",S-1,8742.0,AUSTIN,TX,78738,2020,2020.0
1218,13467196,2020-04-20,1771515,Grocery Outlet Holding Corp.,S-1,5411.0,EMERYVILLE,CA,94608,2020,2020.0
1219,13467469,2020-04-20,1758730,Tradeweb Markets Inc.,S-1,6200.0,NEW YORK,NY,10036,2020,2020.0
1234,13462786,2020-04-16,1763950,Lantern Pharma Inc.,S-1,2834.0,DALLAS,TX,75201,2020,
1235,13462335,2020-04-16,1716621,"Ra Medical Systems, Inc.",S-1,3841.0,CARLSBAD,CA,92011,2020,2020.0
1236,13462347,2020-04-16,1081745,"INTELLINETICS, INC.",S-1,7372.0,COLUMBUS,OH,43228,2020,2020.0
1239,13462658,2020-04-16,1435064,CEMTREX INC,S-1,3829.0,BROOKLYN,NY,11222,2020,2020.0
1240,13462915,2020-04-16,1676047,NutriBand Inc.,S-1,3842.0,ORLANDO,FL,32801,2020,2020.0
1243,13462193,2020-04-16,352736,ALLSTATE LIFE INSURANCE CO,S-1,6311.0,NORTHBROOK,IL,60062,2020,2020.0
1245,13464248,2020-04-16,352736,ALLSTATE LIFE INSURANCE CO,S-1,6311.0,NORTHBROOK,IL,60062,2020,2020.0
1246,13463503,2020-04-16,352736,ALLSTATE LIFE INSURANCE CO,S-1,6311.0,NORTHBROOK,IL,60062,2020,2020.0
1249,13463541,2020-04-16,1567771,BRIDGEWAY NATIONAL CORP.,S-1,7374.0,"WASHINGTON, DC",DC,20005,2020,
1252,13462523,2020-04-16,352736,ALLSTATE LIFE INSURANCE CO,S-1,6311.0,NORTHBROOK,IL,60062,2020,2020.0
1255,13461794,2020-04-15,1023994,"SG BLOCKS, INC.",S-1,5030.0,BROOKLYN,NY,11201,2020,2020.0
1257,13460786,2020-04-15,1797122,DEAC NV Merger Corp.,S-1,7990.0,LOS ANGELES,CA,90067,2020,
1261,13463146,2020-04-15,352736,ALLSTATE LIFE INSURANCE CO,S-1,6311.0,NORTHBROOK,IL,60062,2020,2020.0
1272,13462206,2020-04-15,352736,ALLSTATE LIFE INSURANCE CO,S-1,6311.0,NORTHBROOK,IL,60062,2020,2020.0
1274,13460428,2020-04-15,1803096,"STARGUIDE GROUP, INC.",S-1,,LAS VEGAS,NV,89108,2020,
1358,13456742,2020-04-13,1582982,"MTBC, Inc.",S-1,7372.0,SOMERSET,NJ,08873,2020,2020.0
1366,13457616,2020-04-13,1755101,APPlife Digital Solutions Inc,S-1,7374.0,SAN FRANCISCO,CA,94194,2020,
1372,13456664,2020-04-10,880242,"BIOLARGO, INC.",S-1,2800.0,WESTMINSTER,CA,92683,2020,2020.0
1373,13455396,2020-04-10,1708410,SIMPLICITY ESPORTS & GAMING Co,S-1,5810.0,"BOCA RATON,",FL,33433,2020,
1375,13454919,2020-04-10,38723,1st FRANKLIN FINANCIAL CORP,S-1,6141.0,TOCCOA,GA,30577,2020,2020.0
1376,13455189,2020-04-10,744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,S-1,6311.0,GREENWOOD VILLAGE,CO,80111,2020,
1378,13455454,2020-04-10,1764013,"Immunovant, Inc.",S-1,2836.0,NEW YORK,NY,10018,2020,2020.0
1381,13454727,2020-04-10,1506251,"Citius Pharmaceuticals, Inc.",S-1,2834.0,CRANFORD,NJ,07016,2020,
1382,13455764,2020-04-10,38723,1st FRANKLIN FINANCIAL CORP,S-1,6141.0,TOCCOA,GA,30577,2020,2020.0
1384,13455794,2020-04-10,1691430,QUANTA INC,S-1,2833.0,BURBANK,CA,91505,2020,2020.0
1389,13454362,2020-04-09,80019,ALLIANZ LIFE INSURANCE CO OF NEW YORK,S-1,,GOLDEN VALLEY,MN,55308,2020,
1394,13455158,2020-04-09,72499,ALLIANZ LIFE INSURANCE CO OF NORTH AMERICA,S-1,6311.0,MINNEAPOLIS,MN,55416,2020,
1398,13453940,2020-04-09,924168,"ENERGY FOCUS, INC/DE",S-1,3640.0,SOLON,OH,44139,2020,2020.0
1399,13452685,2020-04-09,72499,ALLIANZ LIFE INSURANCE CO OF NORTH AMERICA,S-1,6311.0,MINNEAPOLIS,MN,55416,2020,
1402,13453753,2020-04-09,725363,CEL SCI CORP,S-1,2836.0,VIENNA,VA,22182,2020,
1403,13454536,2020-04-09,72499,ALLIANZ LIFE INSURANCE CO OF NORTH AMERICA,S-1,6311.0,MINNEAPOLIS,MN,55416,2020,
1405,13454071,2020-04-09,1074871,"Modular Medical, Inc.",S-1,3841.0,ESCONDIDO,CA,92025,2020,2020.0
1408,13450590,2020-04-08,1649989,"Outlook Therapeutics, Inc.",S-1,2836.0,CRANBURY,NJ,08512,2020,
1409,13451881,2020-04-08,1668370,"Toughbuilt Industries, Inc",S-1,3420.0,GLENDALE,CA,91203,2020,2020.0
1412,13451200,2020-04-08,1803284,HYGGE INTEGRATED BRANDS CORP.,S-1,,TORONTO,A6,M5E 1W7,2020,2020.0
1414,13451242,2020-04-08,1506928,Avinger Inc,S-1,3841.0,REDWOOD CITY,CA,94063,2020,2020.0
1415,13449474,2020-04-07,1662774,"Cortexyme, Inc.",S-1,2836.0,SOUTH SAN FRANCISCO,CA,94080,2020,2020.0
1416,13449751,2020-04-07,1741489,"Elvictor Group, Inc.",S-1,8742.0,NEW YORK,NY,10005,2020,2020.0
1431,13447763,2020-04-06,1790982,Arconic Corp,S-1,3350.0,PITTSBURGH,PA,15212-5872,2020,2020.0
1432,13447260,2020-04-06,1585608,"Jaguar Health, Inc.",S-1,2834.0,SAN FRANCISCO,CA,94105,2020,2020.0
1447,13443995,2020-04-03,1680378,"SenesTech, Inc.",S-1,2870.0,FLAGSTAFF,AZ,86004,2020,2020.0
1448,13446057,2020-04-03,1711786,"Hoth Therapeutics, Inc.",S-1,2834.0,NEW YORK,NY,10020,2020,2020.0
1449,13443768,2020-04-03,819050,"Brickell Biotech, Inc.",S-1,2836.0,BOULDER,CO,80301,2020,2020.0
1463,13437961,2020-04-01,1682149,"Summit Wireless Technologies, Inc.",S-1,3674.0,SAN JOSE,CA,95119,2020,2020.0
1521,13433554,2020-03-31,1411685,"VistaGen Therapeutics, Inc.",S-1,2834.0,SOUTH SAN FRANCISCO,CA,94080,2020,2020.0
1525,13434092,2020-03-31,1784567,"Harbor Custom Development, Inc.",S-1,1531.0,GIG HARBOR,WA,98332,2020,
1644,13428287,2020-03-30,1577445,ScoutCam Inc.,S-1,3827.0,SCOTTSDALE,AZ,85260,2020,2020.0
1667,13427791,2020-03-30,1675634,"ShiftPixy, Inc.",S-1,7361.0,IRVINE,CA,92618,2020,
1701,13428321,2020-03-30,1456381,"GWG LIFE, LLC",S-1,6311.0,MINNEAPOLIS,MN,55402,2020,
1711,13427814,2020-03-30,1746466,"Equillium, Inc.",S-1,2834.0,LA JOLLA,CA,92037,2020,2020.0
1725,13430379,2020-03-30,1127203,NATIONWIDE LIFE INS CO,S-1,6311.0,COLUMBUS,OH,43218-2008,2020,
1807,13429395,2020-03-30,205695,NATIONWIDE LIFE INSURANCE CO,S-1,6311.0,COLUMBUS,OH,43215,2020,
2136,13426828,2020-03-27,1043961,"Precipio, Inc.",S-1,3826.0,NEW HAVEN,CT,06511,2020,2020.0
2197,13425888,2020-03-27,1121702,"YIELD10 BIOSCIENCE, INC.",S-1,3080.0,WOBURN,MA,01801,2020,2020.0
2349,13418258,2020-03-25,1759824,ALTA EQUIPMENT GROUP INC.,S-1,5084.0,LIVONIA,MI,48150,2020,2020.0
2352,13419546,2020-03-25,1404281,"Novus Therapeutics, Inc.",S-1,2834.0,IRVINE,CA,92612,2020,2020.0
2461,13416770,2020-03-24,1708410,SIMPLICITY ESPORTS & GAMING Co,S-1,5810.0,"BOCA RATON,",FL,33433,2020,
2601,13413572,2020-03-23,1396878,"United States Gasoline Fund, LP",S-1,6221.0,WALNUT CREEK,CA,94596,2020,2020.0
2644,13411104,2020-03-20,1441693,MARRONE BIO INNOVATIONS INC,S-1,2870.0,DAVIS,CA,95618,2020,2020.0
